SEQ	CLASS	Qmm	P	T	E
342	1961_1990	NA	407.9240013	26.42422642	3.962051868
343	1961_1990	NA	345.4793375	26.75737848	4.095198154
344	1961_1990	NA	414.1605649	26.58835163	4.191273689
345	1961_1990	NA	409.4672873	25.96156714	4.01298666
346	1961_1990	NA	276.045902	25.82430451	3.884227991
347	1961_1990	NA	200.0906265	26.0756148	4.020458221
348	1961_1990	NA	25.3880646	26.36722437	4.649784565
349	1961_1990	NA	4.49571131	26.65737524	5.166289806
350	1961_1990	NA	0.774500082	26.25981128	5.474077225
351	1961_1990	NA	7.522727354	29.47879801	5.746303558
352	1961_1990	NA	42.55509801	29.03300318	5.551989079
353	1961_1990	NA	192.3964806	27.74737231	4.509092331
354	1961_1990	NA	172.6542823	26.42422642	3.962051868
355	1961_1990	NA	214.2513088	26.75737848	4.095198154
356	1961_1990	NA	262.6553539	26.58835163	4.191273689
357	1961_1990	NA	328.4461184	25.96156714	4.01298666
358	1961_1990	NA	368.4142857	25.82430451	3.884227991
359	1961_1990	NA	180.190284	26.0756148	4.020458221
360	1961_1990	NA	16.86590906	26.36722437	4.649784565
